,Serial,Event,Date (YMD),Deaths,Injured,Missing,Directly Affected,Indirectly Affected,Relocated,Evacuated,Losses (USD),Losses (Local)
200,2005-14-15784,STRONG WIND,2005/1/24,0,0,0,15,435,0,0,0,0
201,2005-14-15780,FROST,2005/1/7,0,0,0,0,50,0,0,0,0
202,2005-14-15779,FIRE,2005/1/7,0,0,0,0,0,0,0,0,50000
203,2004-14-15778,FOREST FIRE,2004/8/8,0,0,0,0,300,0,0,0,0
204,2004-14-15777,FOREST FIRE,2004/7/21,0,0,0,0,200,0,0,0,0
205,2004-14-15774,STRONG WIND,2004/2/24,0,0,0,15,30,0,0,0,0
206,2003-14-15773,FOREST FIRE,2003/7/31,0,0,0,0,60,0,0,0,0
207,2003-14-15772,FOREST FIRE,2003/7/28,0,0,0,0,10,0,0,0,0
208,2003-14-15771,FOREST FIRE,2003/6/26,0,0,0,0,12,0,0,0,0
209,2003-14-15770,FOREST FIRE,2003/6/18,0,0,0,0,8,0,0,0,0
210,2003-14-15769,FOREST FIRE,2003/6/17,0,0,0,0,0,0,0,0,0
211,2003-14-15768,FOREST FIRE,2003/6/7,0,0,0,0,0,0,0,0,0
212,2003-14-15767,FOREST FIRE,2003/6/6,0,0,0,0,120,0,0,0,0
213,2003-14-15766,FOREST FIRE,2003/6/5,0,0,0,0,80,0,0,0,0
214,2002-14-15764,FOREST FIRE,2002/10/24,0,0,0,0,200,0,0,0,0
215,2002-14-15763,FOREST FIRE,2002/10/20,0,0,0,0,600,0,0,0,0
216,2002-14-15762,FOREST FIRE,2002/8/1,0,0,0,0,1000,0,0,0,0
217,2002-14-15761,FOREST FIRE,2002/6/21,0,0,0,0,500,0,0,0,0
218,2002-14-15760,FOREST FIRE,2002/6/20,0,0,0,0,600,0,0,0,0
219,2002-14-15759,FOREST FIRE,2002/6/20,0,0,0,0,40,0,0,0,0
220,2002-14-15758,FIRE,2002/4/12,1,3,0,5,5,0,0,0,300000
221,2002-14-15757,FOREST FIRE,2002/2/22,0,0,0,0,0,0,1000,0,1000000
222,2001-14-15756,FOREST FIRE,2001/6/16,0,0,0,0,140,0,0,0,0
223,2001-14-15755,FOREST FIRE,2001/6/13,0,0,0,0,60,0,0,0,0
224,2001-14-15754,FOREST FIRE,2001/6/13,0,0,0,0,70,0,0,0,0
225,2001-14-15753,FOREST FIRE,2001/6/12,0,0,0,0,1100,0,0,0,0
226,2001-14-15752,FOREST FIRE,2001/6/12,0,0,0,0,140,0,0,0,0
227,2001-14-15751,FOREST FIRE,2001/6/11,0,0,0,0,300,0,0,0,0
228,2001-14-15750,FOREST FIRE,2001/6/3,0,0,0,0,70,0,0,0,0
229,2001-14-15749,FOREST FIRE,2001/6/1,0,0,0,0,120,0,0,0,0
230,2001-14-15748,FOREST FIRE,2001/5/30,0,0,0,0,80,0,0,0,55000
231,2001-14-15747,FOREST FIRE,2001/5/15,0,0,0,0,10,0,0,0,0
232,2000-14-15746,FOREST FIRE,2000/10/27,0,0,0,0,40,0,0,0,0
233,2000-14-15745,FOREST FIRE,2000/7/18,0,0,0,0,20,0,0,0,0
234,2000-14-15744,FOREST FIRE,2000/7/3,0,0,0,0,40,0,0,0,0
