,Type,Date,Affected,Deaths,Relocated
706,Inundation,1985/11/11,0,0,0
707,Fire,1985/11/5,0,0,0
708,Inundation,1985/10/19,8,0,0
709,Inundation,1985/10/19,0,0,0
710,Gale,1985/10/19,0,0,0
711,Gale,1985/10/19,0,0,0
712,Fire,1985/10/12,0,0,0
713,Fire,1985/10/10,3,0,0
714,Fire,1985/9/29,0,0,0
715,Fire,1985/9/21,0,0,0
716,Fire,1985/9/18,4,0,0
717,Fire,1985/9/15,4,0,0
718,Storm,1985/9/8,1,0,0
719,Fire,1985/9/4,0,0,0
720,Fire,1994/12/26,0,0,0
721,Fire,1994/12/21,3,0,2
722,Fire,1994/12/20,1,0,0
723,Fire,1994/12/9,0,0,0
724,Accident,1994/12/2,0,0,0
725,Fire,1994/11/22,4,0,0
726,Structural collapse,1994/11/0,1,0,0
727,Structural collapse,1994/11/0,1,0,0
728,Fire,1994/10/31,18,0,0
729,Fire,1994/10/5,0,0,0
730,Fire,1994/10/2,10,0,0
731,Fire,1994/9/29,2,0,0
732,Storm,1994/9/10,0,0,0
733,Storm,1994/9/10,0,0,0
734,Storm,1994/9/10,0,0,0
735,Storm,1994/9/10,0,0,0
736,Storm,1994/9/6,11,0,11
737,Storm,1994/9/7,0,0,0
738,Storm,1994/9/7,0,0,0
739,Storm,1994/9/7,0,0,0
740,Storm,1994/9/7,0,0,0
741,Storm,1994/9/7,0,0,0
742,Storm,1994/9/7,0,0,0
743,Storm,1994/9/7,0,0,0
744,Storm,1994/9/7,0,0,0
745,Fire,1994/8/30,1,0,0
746,Biological migration or loss,1994/7/26,0,0,0
747,Fire,1994/8/24,0,0,0
748,Inundation,1994/8/23,0,0,0
749,Biological migration or loss,1994/7/26,0,0,0
750,Biological migration or loss,1994/7/26,0,0,0
751,Biological migration or loss,1994/7/26,0,0,0
752,Plague,1994/8/0,0,0,0
753,Plague,1994/8/0,0,0,0
754,Plague,1994/8/0,0,0,0
755,Plague,1994/8/0,0,0,0
756,Fire,1994/8/12,0,0,0
757,Biological migration or loss,1994/7/26,0,0,0
758,Biological migration or loss,1994/7/26,0,0,0
759,Biological migration or loss,1994/7/26,0,0,0
760,Accident,1994/7/25,1,0,0
761,Fire,1994/7/25,2,0,0
762,Fire,1994/7/24,3,0,0
763,Rainfall,1994/7/0,0,0,0
764,Drought,1994/7/0,0,0,0
765,Structural collapse,1994/6/24,1,0,0
766,Fire,1994/6/25,0,0,0
767,Change in coastline,1994/6/0,0,0,0
768,Fire,1994/6/23,0,0,0
769,Fire,1994/6/14,2,1,0
770,Fire,1994/6/12,1,0,0
771,Fire,1994/6/11,2,0,0
772,Fire,1994/6/12,0,0,0
773,Contamination,1994/5/0,0,0,0
774,Fire,1985/8/27,1,0,0
775,Fire,1985/8/19,2,0,0
776,Fire,1985/8/11,0,0,0
777,Fire,1985/8/12,6,0,0
778,Structural collapse,1985/8/6,0,1,0
779,Fire,1985/8/5,1,0,0
780,Gale,2010/10/29,2,0,0
781,Structural collapse,2010/1/0,0,0,0
782,Structural collapse,2010/1/0,0,0,0
783,Structural collapse,2010/4/22,0,0,0
784,Sedimentation,2010/9/26,0,0,0
785,Landslide,2010/11/7,0,0,0
786,Inundation,2010/10/31,0,0,0
787,Storm,2010/10/30,0,0,0
788,Storm,2010/10/30,0,0,0
789,Storm,2010/10/30,0,0,0
790,Storm,2010/10/30,0,0,0
791,Storm,2010/10/30,0,0,0
792,Storm,2010/10/30,0,0,0
793,Storm,2010/10/30,0,0,0
794,Storm,2010/10/30,0,0,0
795,Inundation,2010/10/12,0,0,0
796,Drought,1994/0/0,0,0,0
797,Fire,1994/5/0,8,0,0
798,Drought,1994/0/0,0,0,0
799,Structural collapse,1994/5/26,2,0,0
800,Structural collapse,1994/5/0,1,0,0
801,Fire,1994/5/5,0,0,0
802,Forestal fire,1994/5/4,0,0,0
803,Fire,1994/5/4,0,0,0
804,Structural collapse,1994/4/4,0,0,0
805,Fire,1994/3/19,12,0,0
806,Structural collapse,1994/3/12,1,0,0
807,Fire,1985/7/29,1,0,0
808,Fire,1985/7/23,5,0,0
809,Fire,1994/2/10,5,0,0
810,Fire,1985/7/9,3,0,0
811,Fire,1985/6/12,5,0,0
812,Fire,1985/6/10,3,0,0
813,Fire,1994/2/9,12,0,0
814,Change in coastline,1985/6/8,0,0,0
815,Fire,1994/2/1,1,0,0
816,Fire,1994/1/30,1,0,0
817,Fire,1994/1/22,1,0,0
818,Fire,1994/1/22,1,0,0
819,Fire,1985/6/8,16,0,0
820,Fire,1994/1/23,3,0,0
821,Fire,1994/1/11,1,1,0
822,Fire,1994/1/10,1,0,0
823,Fire,1985/5/30,13,0,0
824,Fire,1993/12/31,7,0,0
825,Fire,2012/11/30,3,0,0
826,Fire,2012/11/19,5,0,0
827,Fire,2012/11/17,2,0,0
828,Fire,2012/11/15,6,0,0
829,Fire,2012/10/14,0,0,0
830,Fire,2012/9/28,7,0,0
831,Change in coastline,1987/12/0,0,0,0
832,Fire,1987/12/23,0,0,0
833,Fire,1987/12/23,15,0,0
834,Accident,1987/12/19,4,0,0
835,Fire,1987/12/19,0,0,0
836,Fire,1987/12/17,0,0,0
837,Fire,1987/12/17,1,0,0
838,Fire,1987/12/16,0,0,0
839,Fire,2012/9/29,2,0,0
840,Fire,2012/9/28,6,0,0
841,Fire,2012/9/4,2,0,0
842,Fire,2012/8/9,9,0,0
843,Fire,1987/12/3,8,0,0
844,Landslide,1987/11/27,1,0,0
845,Rainfall,1987/11/23,0,0,0
846,Landslide,1987/11/23,0,0,0
847,Inundation,1987/11/21,0,0,0
848,Inundation,1987/11/21,0,0,0
849,Inundation,1987/11/21,0,0,0
850,Fire,1987/11/10,0,0,0
851,Fire,1987/11/7,1,0,0
852,Fire,1987/11/3,3,0,0
853,Inundation,1987/11/3,0,0,0
854,Inundation,1987/11/3,0,0,0
855,Accident,1987/11/3,0,0,0
856,Structural collapse,1987/11/3,2,0,0
857,Fire,1987/10/2,2,0,2
858,Inundation,1987/11/2,0,0,0
859,Fire,1987/10/30,0,0,0
860,Fire,1987/10/26,1,0,0
861,Fire,1987/10/21,0,0,0
862,Fire,1987/10/15,0,0,0
863,Fire,1987/10/6,1,0,0
864,Fire,1987/10/8,1,0,0
865,Storm,1987/9/21,1,0,0
866,Storm,1987/9/21,1,0,0
867,Storm,1987/9/21,0,0,0
868,Storm,1987/9/21,0,0,0
869,Storm,1987/9/21,1,0,0
870,Storm,1987/9/21,5,0,5
871,Storm,1987/9/21,1,0,1
872,Storm,1987/9/21,0,0,0
873,Storm,1987/9/21,0,0,0
874,Storm,1987/9/21,0,0,0
875,Storm,1987/9/21,0,0,0
876,Fire,1987/9/12,3,0,0
877,Accident,1987/9/9,12,0,0
878,Fire,1987/9/6,0,0,0
879,Structural collapse,1987/9/5,0,0,0
880,Fire,2012/6/15,5,0,0
881,Fire,2012/6/14,8,0,0
882,Fire,2012/4/25,3,0,0
883,Fire,2012/4/14,0,0,0
884,Fire,2012/4/9,30,0,0
885,Fire,1987/8/23,1,0,0
886,Fire,1987/8/13,6,1,0
887,Fire,1987/8/12,4,0,4
888,Fire,1987/7/22,9,0,0
889,Fire,1987/7/22,0,0,0
890,Fire,1987/7/5,1,0,0
891,Gale,1987/7/4,0,0,0
892,Gale,1987/7/4,0,0,0
893,Gale,1987/7/4,0,0,0
894,Gale,1987/7/4,0,0,0
895,Gale,1987/7/4,0,0,0
896,Gale,1987/7/4,0,0,0
897,Gale,1987/7/4,0,0,0
898,Gale,1987/7/4,0,0,0
899,Gale,1987/7/4,0,0,0
900,Fire,1987/7/4,3,0,0
901,Landslide,1987/6/22,0,0,0
902,Fire,1987/6/15,5,0,0
903,Fire,1987/6/2,4,0,0
904,Fire,1987/6/2,0,0,0
905,Structural collapse,1987/5/28,0,0,0
906,Change in coastline,1987/5/0,0,0,0
907,Change in coastline,1987/5/0,0,0,0
908,Change in coastline,1987/5/0,0,0,0
909,Change in coastline,1987/0/0,0,0,0
910,Inundation,1987/5/27,0,0,0
911,Structural collapse,1987/5/19,0,0,0
912,Fire,1987/5/13,0,0,0
913,Fire,1987/4/21,11,0,0
914,Fire,1987/4/18,0,0,0
915,Drought,1987/1/0,0,0,0
916,Fire,1987/3/21,0,0,0
917,Fire,1987/3/21,0,0,0
918,Fire,1987/3/21,0,0,0
919,Fire,1987/3/18,1,0,0
920,Fire,1987/3/16,1,0,0
921,Fire,1987/3/14,2,0,0
922,Fire,1987/3/9,1,0,0
923,Fire,1987/3/7,10,0,0
924,Fire,1987/3/0,1,0,0
925,Fire,1987/2/27,3,0,0
926,Storm surge,1987/2/26,0,0,0
927,Fire,1987/2/15,1,0,0
928,Fire,1987/2/16,7,0,0
929,Accident,1987/2/16,3,0,0
930,Structural collapse,1987/2/11,0,0,0
931,Landslide,2012/2/7,4,0,0
932,Fire,2012/2/4,0,0,0
933,Fire,2012/2/1,3,0,0
934,Fire,2012/1/1,3,0,0
935,Fire,2005/12/28,3,0,0
936,Forestal fire,1990/2/29,1,0,0
937,Forestal fire,1990/1/27,0,0,0
938,Forestal fire,1990/2/5,1,0,0
939,Fire,1990/2/7,4,0,0
940,Fire,2005/12/19,2,0,0
941,Fire,2005/12/20,0,1,0
942,Fire,1990/2/26,7,0,0
943,Fire,2005/12/12,3,0,0
944,Accident,2005/12/5,0,0,0
945,Inundation,2005/11/13,0,0,0
946,Inundation,2005/11/9,0,0,0
947,Fire,2005/10/26,3,0,0
948,Storm,2005/10/21,2,0,0
949,Fire,1987/2/5,1,0,0
950,Fire,1987/2/3,2,0,0
951,Change in coastline,1987/1/0,0,0,0
952,Fire,1987/1/15,1,0,0
953,Fire,1987/1/16,4,0,0
954,Change in coastline,1987/1/0,0,0,0
955,Fire,1987/1/10,0,0,0
956,Fire,2005/9/14,6,0,0
957,Fire,2005/9/9,3,0,0
958,Fire,2005/8/7,10,0,0
959,Fire,2005/8/3,1,0,0
960,Fire,2005/7/30,6,0,0
961,Fire,2005/7/29,1,0,0
962,Fire,2005/7/22,10,0,0
963,Fire,2005/7/5,3,0,0
964,Fire,2010/11/20,0,1,0
965,Landslide,2010/12/21,1,0,0
966,Inundation,2010/12/24,0,0,0
967,Inundation,2010/12/24,0,0,0
968,Inundation,2010/12/25,0,0,0
969,Inundation,2010/12/25,0,0,0
970,Inundation,2010/12/25,0,0,0
971,Inundation,2010/12/25,0,0,0
972,Inundation,2005/6/21,0,0,0
973,Storm,2010/10/30,7,0,0
974,Landslide,2005/6/8,0,0,0
975,Storm,2010/10/30,0,0,0
976,Inundation,2005/6/7,0,0,0
977,Inundation,2005/6/6,0,0,0
978,Storm,2010/10/30,0,0,0
979,Fire,2010/10/17,20,0,0
980,Inundation,2010/8/10,0,0,0
981,Structural collapse,2010/7/31,40,0,0
982,Fire,2010/10/20,0,0,0
983,Fire,2010/10/27,0,0,0
984,Fire,2010/10/13,0,0,0
985,Storm,2010/10/3,0,0,0
986,Landslide,2010/10/4,0,0,0
987,Inundation,2010/10/4,0,0,0
988,Gale,2010/10/4,0,0,0
989,Gale,2010/10/3,4,0,0
990,Inundation,2010/10/3,0,0,0
991,Inundation,2010/10/3,0,0,0
992,Inundation,2010/10/1,0,0,0
993,Inundation,2010/10/1,0,0,0
994,Inundation,2010/10/1,0,0,0
995,Inundation,2010/10/1,0,0,0
996,Fire,2005/4/6,5,0,0
997,Fire,2005/3/31,3,3,0
998,Fire,2005/3/29,13,0,0
999,Fire,2005/3/8,6,0,6
1000,Gale,2010/9/17,12,0,0
1001,Fire,2005/2/28,4,0,0
1002,Fire,2010/9/15,5,0,0
1003,Inundation,2010/9/9,0,0,0
1004,Leak,2010/6/1,0,0,0
1005,Structural collapse,2010/6/15,5,0,0
1006,Fire,2005/2/14,2,0,0
1007,Fire,2005/2/14,0,0,0
1008,Fire,2005/2/10,0,0,0
1009,Fire,2005/1/23,4,0,0
1010,Fire,2004/12/30,0,0,0
1011,Fire,1998/12/16,0,0,0
1012,Fire,1998/12/16,0,0,0
1013,Fire,2010/8/6,0,0,0
1014,Fire,2010/9/3,0,6,0
1015,Fire,2010/9/2,0,0,0
1016,Inundation,2010/8/10,0,0,0
1017,Inundation,2010/8/9,0,0,0
1018,Fire,2010/8/29,15,0,0
1019,Fire,2010/8/21,1,0,0
1020,Fire,2010/8/20,2,0,0
1021,Inundation,2010/8/19,0,0,0
1022,Fire,2010/8/13,0,0,0
1023,Fire,2010/8/11,7,0,0
1024,Fire,2010/7/31,0,0,0
1025,Fire,2010/8/2,0,0,0
1026,Fire,2010/8/4,0,0,0
1027,Fire,2010/5/13,0,0,0
1028,Explosion,2010/3/10,0,0,0
1029,Forestal fire,2010/3/5,1,0,0
1030,Forestal fire,2010/2/18,0,0,0
1031,Fire,2010/2/15,1,0,0
1032,Inundation,1996/9/30,0,0,0
1033,Fire,1996/11/23,5,0,0
1034,Fire,1996/11/21,4,0,0
1035,Fire,1996/11/19,0,0,0
1036,Fire,1996/10/31,2,0,0
1037,Fire,1997/8/14,1,1,0
1038,Gale,1997/8/4,0,0,0
1039,Gale,1997/8/4,0,0,0
1040,Gale,1997/8/4,0,0,0
1041,Gale,1997/8/4,0,0,0
1042,Gale,1997/8/4,0,0,0
1043,Gale,1997/8/4,0,0,0
1044,Fire,1998/11/20,0,0,0
1045,Fire,1998/11/17,0,0,0
1046,Fire,1998/11/2,0,0,0
1047,Fire,1998/10/21,4,0,0
1048,Inundation,1998/10/20,0,0,0
1049,Fire,2011/12/12,5,0,0
1050,Inundation,1998/10/20,0,0,0
1051,Fire,2011/12/10,1,0,0
1052,Fire,2011/12/9,0,0,0
1053,Rainfall,2011/12/0,0,0,0
1054,Rainfall,2011/12/1,0,0,0
1055,Fire,1983/12/18,2,0,0
1056,Fire,1983/12/16,5,0,0
1057,Fire,1983/12/0,11,0,0
1058,Fire,1983/11/28,5,0,0
1059,Fire,1983/11/9,0,0,0
1060,Fire,1983/11/6,1,1,0
1061,Fire,1983/10/31,12,0,0
1062,Storm,1983/9/28,0,0,0
1063,Storm,1983/9/28,0,0,0
1064,Storm,1983/9/28,0,0,0
1065,Storm,1983/9/28,0,0,0
1066,Storm,1983/9/28,0,0,0
1067,Fire,1983/9/24,4,0,0
1068,Fire,1983/9/22,3,1,0
1069,Inundation,1983/9/21,0,0,0
1070,Electrical storm,1983/9/19,0,0,0
1071,Hurricane,1983/9/0,1,0,0
1072,Fire,1983/9/8,7,0,0
1073,Fire,1983/9/7,1,0,0
1074,Fire,1983/9/7,1,0,0
1075,Fire,1983/9/5,2,0,0
1076,Fire,1983/9/5,2,0,0
1077,Storm,1983/8/24,0,0,0
1078,Storm,1983/8/24,0,0,0
1079,Fire,1983/8/18,0,0,0
1080,Change in coastline,1983/8/0,0,0,0
1081,Change in coastline,1983/8/0,0,0,0
1082,Structural collapse,1983/7/26,0,0,0
1083,Inundation,1983/7/27,1,0,1
1084,Fire,1983/7/26,5,0,0
1085,Gale,1983/7/10,0,0,0
1086,Gale,1983/7/10,0,0,0
1087,Gale,1983/7/10,1,0,0
1088,Fire,1983/7/8,0,0,0
1089,Fire,1983/7/8,1,0,0
1090,Fire,1983/7/5,5,3,0
1091,Fire,1983/7/2,2,0,0
1092,Plague,1983/6/23,0,0,0
1093,Fire,1983/5/31,0,0,0
1094,Fire,1983/5/31,0,0,0
1095,Other,1983/5/26,0,0,0
1096,Fire,1983/5/24,0,0,0
1097,Fire,1983/5/23,0,0,0
1098,Fire,1983/5/21,1,1,0
1099,Fire,1983/5/17,2,0,0
1100,Fire,1983/5/15,8,0,0
1101,Fire,1983/5/11,0,0,0
1102,Fire,1983/5/1,5,0,0
1103,Fire,1983/5/3,0,0,0
1104,Fire,1983/4/19,11,0,0
1105,Structural collapse,1983/4/9,1,0,0
1106,Fire,1998/10/10,1,0,0
1107,Fire,1998/9/23,2,0,0
1108,Fire,1998/9/23,2,0,0
1109,Fire,1998/9/18,9,0,0
1110,Fire,1998/9/11,2,0,0
1111,Storm surge,1998/9/9,1,0,0
1112,Landslide,1998/9/1,0,0,0
1113,Inundation,1998/9/1,0,0,0
1114,Inundation,1998/9/1,0,0,0
1115,Fire,1998/8/26,1,0,0
1116,Fire,1998/8/26,5,0,0
1117,Fire,2011/11/26,0,0,0
1118,Fire,1998/8/26,1,0,0
1119,Other,1998/8/23,3,0,0
1120,Fire,2011/11/23,0,0,0
1121,Fire,2011/11/23,0,0,0
1122,Fire,1998/8/19,3,0,0
1123,Fire,1998/8/20,5,0,0
1124,Fire,1998/8/6,1,0,0
1125,Fire,1998/8/3,0,0,0
1126,Structural collapse,1998/8/3,0,0,0
1127,Fire,1998/7/18,4,0,0
1128,Fire,1998/7/4,3,0,0
1129,Fire,1998/6/29,1,0,0
1130,Rainfall,1998/6/4,1,0,0
1131,Fire,1998/5/10,18,0,0
1132,Structural collapse,1998/4/23,1,0,0
1133,Fire,1998/4/21,1,0,0
1134,Gale,1998/4/2,1,0,0
1135,Fire,1998/4/1,2,0,0
1136,Fire,1998/3/31,1,0,0
1137,Fire,2011/10/22,9,0,0
1138,Fire,2011/10/0,0,0,0
1139,Fire,2011/9/21,3,0,0
1140,Landslide,2011/9/16,13,0,1
1141,Rainfall,2011/9/16,0,0,0
1142,Rainfall,2011/9/10,1,0,0
1143,Storm,2011/9/9,0,0,0
1144,Storm,2011/9/9,0,0,0
1145,Inundation,2011/9/9,0,0,0
1146,Inundation,2011/9/4,0,0,0
1147,Inundation,2011/9/4,6,0,0
1148,Fire,2011/8/31,2,0,0
1149,Fire,1998/3/22,5,0,0
1150,Fire,1998/3/20,8,0,0
1151,Forestal fire,1998/3/14,1,0,0
1152,Inundation,2011/8/27,0,0,0
1153,Fire,2011/8/16,0,0,0
1154,Fire,2011/8/8,2,0,0
1155,Change in coastline,2011/8/0,0,0,0
1156,Fire,2011/7/14,1,0,0
1157,Fire,2011/7/9,1,0,0
1158,Fire,2011/7/4,1,0,0
1159,Fire,2011/6/20,6,0,0
1160,Fire,2011/6/3,0,0,0
1161,Fire,2011/5/28,0,0,0
1162,Plague,2011/5/22,0,0,0
1163,Fire,2011/5/15,3,0,0
1164,Inundation,2011/5/5,0,0,0
1165,Inundation,2011/5/5,0,0,0
1166,Inundation,2011/5/5,1,0,0
1167,Inundation,2011/5/5,0,0,0
1168,Inundation,2011/5/1,0,0,0
1169,Inundation,2011/5/1,0,0,0
1170,Fire,2011/4/21,0,0,0
1171,Fire,2011/4/14,7,0,0
1172,Inundation,2011/4/12,0,0,0
1173,Fire,2011/4/9,0,0,0
1174,Fire,2011/4/7,11,0,0
1175,Fire,2011/4/6,3,0,0
1176,Leak,2011/4/6,0,0,0
1177,Fire,1991/12/29,4,0,0
1178,Fire,1991/12/4,1,1,0
1179,Landslide,1991/11/22,1,0,0
1180,Landslide,1991/11/22,0,0,0
1181,Inundation,1991/11/23,1,0,0
1182,Structural collapse,1991/11/5,2,0,0
1183,Storm surge,1991/11/1,0,0,0
1184,Storm surge,1991/11/1,0,0,0
1185,Fire,1991/10/26,2,0,0
1186,Fire,1991/10/25,2,1,0
1187,Inundation,1991/9/30,0,0,0
1188,Fire,2011/3/30,6,0,0
1189,Fire,2011/3/28,5,0,0
1190,Fire,2011/3/18,0,0,0
1191,Fire,2011/2/5,9,0,0
1192,Fire,2011/2/2,4,0,0
1193,Landslide,2011/1/0,1,0,0
1194,Fire,2011/1/17,4,0,0
1195,Gale,1991/9/27,1,0,0
1196,Fire,1991/9/7,6,0,0
1197,Fire,2000/12/21,0,0,0
1198,Fire,2000/12/20,11,0,0
1199,Fire,2000/12/15,1,0,0
1200,Fire,2000/12/7,0,0,0
1201,Fire,2000/12/7,4,0,0
1202,Inundation,2000/11/29,0,0,0
1203,Fire,2000/11/29,1,0,0
1204,Landslide,2000/11/29,12,0,12
1205,Fire,2000/11/23,5,1,0
1206,Fire,2000/11/23,1,0,0
1207,Gale,2000/11/20,3,0,0
1208,Structural collapse,2000/11/20,2,0,0
1209,Fire,2000/11/10,0,0,0
1210,Inundation,2000/11/7,0,0,0
1211,Inundation,2000/11/7,20,0,0
1212,Fire,1991/8/27,0,0,0
1213,Fire,1991/8/21,1,0,0
1214,Fire,1991/8/9,0,3,0
1215,Fire,1991/8/2,2,0,0
1216,Fire,1991/8/3,1,0,0
1217,Fire,1991/7/30,5,0,0
1218,Fire,1991/7/12,6,0,0
1219,Fire,1991/7/12,1,0,0
1220,Inundation,2000/10/22,0,0,0
1221,Contamination,2000/10/0,0,0,0
1222,Fire,2000/10/17,1,0,0
1223,Contamination,2000/10/0,0,0,0
1224,Fire,2000/10/6,21,1,0
1225,Gale,2000/10/1,0,0,0
1226,Gale,2000/10/1,1,0,0
1227,Inundation,1997/10/7,0,0,0
1228,Fire,1997/10/7,0,0,0
1229,Plague,1997/10/30,0,0,0
1230,Biological migration or loss,2000/9/0,0,0,0
1231,Fire,2000/9/20,4,0,0
1232,Inundation,1997/10/20,1,0,0
1233,Fire,2000/9/14,1,0,0
1234,Structural collapse,2000/9/9,0,0,0
1235,Fire,1997/10/17,2,0,0
1236,Fire,2000/8/27,1,0,0
1237,Contamination,1997/10/13,0,0,0
1238,Fire,2000/8/22,1,0,0
1239,Fire,2000/8/18,1,0,0
1240,Plague,2000/8/0,0,0,0
1241,Structural collapse,2000/8/11,1,0,0
1242,Structural collapse,2000/8/2,2,0,0
1243,Fire,1997/11/24,0,0,0
1244,Fire,2000/7/28,0,0,0
1245,Fire,2000/7/14,4,0,0
1246,Fire,1997/11/12,3,0,0
1247,Inundation,1991/6/28,0,0,0
1248,Gale,1997/11/7,0,0,0
1249,Fire,2000/7/9,0,0,0
1250,Fire,1997/12/11,0,0,0
1251,Fire,2000/7/1,3,0,0
1252,Explosion,1997/12/4,3,0,0
1253,Fire,1997/12/2,9,0,0
1254,Fire,1997/9/14,2,0,0
1255,Fire,1997/9/13,4,0,0
1256,Fire,1997/9/9,0,0,0
1257,Inundation,1997/9/6,0,0,0
1258,Fire,1997/9/0,14,0,0
1259,Gale,1997/8/4,0,0,0
1260,Gale,1997/8/4,3,0,0
1261,Fire,1997/7/11,9,0,0
1262,Fire,1997/7/9,7,0,0
1263,Fire,1997/7/1,1,0,0
1264,Fire,1997/7/1,70,0,0
1265,Fire,1997/6/27,5,0,0
1266,Fire,1997/6/14,60,0,0
1267,Structural collapse,1997/6/8,0,1,0
1268,Fire,1997/6/7,1,0,0
1269,Fire,1997/6/4,0,0,0
1270,Fire,2000/6/26,6,0,0
1271,Fire,2000/6/23,7,0,0
1272,Fire,2000/6/13,1,0,0
1273,Inundation,2000/5/26,0,0,0
1274,Fire,1997/5/26,0,0,0
1275,Fire,1997/5/24,0,0,0
1276,Fire,1997/5/18,0,0,0
1277,Fire,1997/4/29,10,0,0
1278,Fire,1997/4/23,2,0,0
1279,Fire,1997/4/22,0,0,0
1280,Fire,2000/5/24,6,0,0
1281,Fire,1997/4/22,1,0,0
1282,Structural collapse,2000/5/17,1,0,0
1283,Explosion,1997/4/22,2,0,0
1284,Biological migration or loss,2000/5/0,0,0,0
1285,Structural collapse,2000/5/10,0,0,0
1286,Fire,2000/5/9,3,0,0
1287,Fire,1991/6/16,1,0,0
1288,Fire,1991/6/12,3,0,0
1289,Fire,1991/6/1,0,0,0
1290,Fire,1997/4/20,7,0,0
1291,Fire,1997/4/20,4,0,0
1292,Fire,1997/4/16,0,1,0
1293,Fire,1997/4/13,5,0,0
1294,Forestal fire,1997/4/12,0,0,0
1295,Fire,1997/4/9,3,0,0
1296,Fire,1997/4/10,9,0,0
1297,Explosion,1997/4/7,0,0,0
1298,Forestal fire,1997/4/5,0,0,0
1299,Fire,1991/4/11,0,0,0
1300,Fire,1991/4/10,5,0,0
1301,Fire,1991/3/30,5,2,0
1302,Fire,1997/4/7,0,0,0
1303,Forestal fire,1997/4/3,0,0,0
1304,Fire,1997/4/2,1,0,0
1305,Fire,1997/3/19,2,0,0
1306,Fire,1997/3/31,1,0,0
1307,Fire,1997/3/31,9,0,0
1308,Fire,1991/2/24,2,0,0
1309,Fire,1991/2/19,5,0,0
1310,Fire,1991/2/4,4,0,0
1311,Fire,1991/2/3,4,0,0
1312,Fire,1997/2/3,1,0,0
1313,Fire,1997/3/24,0,0,0
1314,Fire,1997/3/26,5,0,0
1315,Fire,1997/3/22,6,0,0
1316,Fire,1997/3/22,1,0,0
1317,Fire,1997/3/21,15,0,0
1318,Fire,1991/1/26,0,0,0
1319,Forestal fire,1997/3/18,0,0,0
1320,Forestal fire,1997/3/18,0,0,0
1321,Fire,1991/1/26,0,0,0
1322,Fire,1997/3/17,6,0,0
1323,Fire,1991/1/26,20,0,0
1324,Fire,1997/3/15,5,0,0
1325,Fire,1997/3/9,5,0,0
1326,Fire,1991/1/26,0,0,0
1327,Forestal fire,1997/2/16,0,0,0
1328,Forestal fire,1997/2/16,0,0,0
1329,Forestal fire,1997/2/17,0,0,0
1330,Fire,1997/2/11,4,0,0
1331,Fire,1997/2/11,4,0,0
1332,Fire,1997/2/8,0,0,0
1333,Fire,1997/2/1,3,0,0
1334,Fire,1997/1/30,1,0,0
1335,Fire,1997/1/24,5,0,0
1336,Fire,1997/1/17,2,0,0
1337,Fire,1991/1/14,3,0,0
1338,Fire,1991/1/8,7,0,0
1339,Fire,1991/1/2,1,0,0
1340,Alluvium,2003/11/25,0,0,0
1341,Gale,2003/11/21,1,0,0
1342,Electrical storm,2003/10/15,0,0,0
1343,Electrical storm,2003/10/15,0,0,0
1344,Inundation,2003/9/10,0,0,0
1345,Inundation,2003/8/20,1,0,0
1346,Inundation,2003/8/20,2,0,0
1347,Plague,2003/6/11,0,0,0
1348,Contamination,2003/3/19,0,0,0
1349,Biological migration or loss,2003/2/11,0,0,0
1350,Fire,2003/2/10,0,0,0
1351,Biological migration or loss,2003/2/3,2,0,0
1352,Fire,2000/4/26,0,0,0
1353,Inundation,2000/4/17,2,0,0
1354,Fire,1988/12/28,7,0,0
1355,Fire,1988/12/0,0,0,0
1356,Fire,1988/12/25,4,0,0
1357,Fire,1988/12/25,11,0,0
1358,Fire,1988/12/25,3,0,0
1359,Fire,1988/12/21,6,0,0
1360,Fire,1988/12/20,3,0,0
1361,Storm surge,1988/12/19,0,0,0
1362,Fire,1988/12/11,5,0,0
1363,Fire,1988/12/5,4,0,0
1364,Inundation,1988/10/0,1,0,0
1365,Fire,1988/11/8,4,0,0
1366,Fire,1988/11/6,2,2,0
1367,Fire,1988/10/30,1,0,0
1368,Inundation,1988/10/26,0,0,0
1369,Landslide,1988/10/7,0,0,0
1370,Fire,2000/4/16,1,1,0
1371,Fire,2000/4/16,0,0,0
1372,Fire,2000/4/16,2,0,0
1373,Other,2000/4/15,0,0,0
1374,Fire,2000/4/1,0,1,0
1375,Fire,2000/3/18,9,0,0
1376,Fire,1984/12/28,0,1,0
1377,Fire,2000/3/5,3,1,0
1378,Fire,1984/12/26,0,0,0
1379,Fire,2000/2/29,9,0,0
1380,Fire,1984/12/25,2,0,0
1381,Gale,1984/12/25,0,0,0
1382,Plague,1988/10/13,2,0,0
1383,Inundation,1988/10/19,5,0,0
1384,Landslide,1988/10/19,5,0,0
1385,Plague,1988/10/18,0,0,0
1386,Structural collapse,2000/2/22,0,0,0
1387,Rainfall,1988/10/16,1,0,0
1388,Fire,2000/2/11,2,0,0
1389,Fire,2000/2/6,5,0,0
1390,Fire,2000/1/26,3,0,0
1391,Fire,2000/1/16,0,0,0
1392,Fire,2000/1/16,4,0,0
1393,Fire,2000/1/10,0,0,0
1394,Fire,1988/10/2,5,0,0
1395,Fire,2000/1/4,0,0,0
1396,Landslide,1988/10/7,0,0,0
1397,Forestal fire,2000/1/0,0,0,0
1398,Inundation,1988/10/7,0,0,0
1399,Fire,1984/12/19,0,0,0
1400,Electrical storm,1988/10/4,0,0,0
