,Serial,Event,Country,Country Code,Date (YMD),Deaths,Injured,Missing,Directly Affected,Indirectly Affected,Relocated,Evacuated,Losses (USD),Losses (Local)
809,1101.0,TS - Tsunami,Guam,GUM,1767/0/0,0,0,0,0,0,0,0,0.0,0
810,1100.0,TS - Tsunami,Papua New Guinea,PNG,1768/6/0,0,0,0,0,0,0,0,0.0,0
811,1098.0,TS - Tsunami,Papua New Guinea,PNG,1768/6/22,0,0,0,0,0,0,0,0.0,0
812,1097.0,TS - Tsunami,Guam,GUM,1809/0/0,0,0,0,0,0,0,0,0.0,0
813,1096.0,TS - Tsunami,Northern Mariana Islands,MNP,1819/0/0,0,0,0,0,0,0,0,0.0,0
814,1095.0,VO - Volcano,Papua New Guinea,PNG,1825/0/0,0,0,0,0,0,0,0,0.0,0
815,1094.0,TS - Tsunami,Guam,GUM,1825/4/0,0,0,0,0,0,0,0,0.0,0
816,1093.0,VO - Volcano,Solomon Islands,SLB,1830/0/0,0,0,0,0,0,0,0,0.0,0
817,1225.0,FL - Flood,Solomon Islands,SLB,2010/1/27,4,1,2,1,16334,0,200,0.0,0
818,1223.0,TC - Tropical Cyclone,Fiji,FJI,2009/12/14,4,0,0,0,3845,0,0,0.0,25839065
819,1222.0,AC - Technical Disaster,Vanuatu,VUT,2009/12/2,0,0,0,0,0,0,0,0.0,0
820,1220.0,VO - Volcano,Vanuatu,VUT,2009/11/26,0,0,0,0,400,70,350,0.0,0
821,1209.0,AC - Technical Disaster,Papua New Guinea,PNG,2009/8/11,13,0,0,0,0,0,0,0.0,0
822,1208.0,AC - Technical Disaster,Tonga,TON,2009/8/6,79,0,0,0,53,0,0,0.0,0
823,1197.0,EP - Epidemic,New Caledonia,NCL,2009/7/3,4,0,0,0,8674,0,0,0.0,0
824,1179.0,EP - Epidemic,Tokelau,TKL,2009/3/31,0,0,0,0,4,0,0,0.0,0
825,1176.0,EP - Epidemic,Cook Islands,COK,2009/4/17,0,0,0,0,936,0,0,44929.0,0
826,1086.0,TS - Tsunami,Northern Mariana Islands,MNP,1837/10/0,0,0,0,0,0,0,0,0.0,0
827,1082.0,VO - Volcano,Solomon Islands,SLB,1840/0/0,0,0,0,0,0,0,0,0.0,0
828,1081.0,VO - Volcano,Solomon Islands,SLB,1840/0/0,0,0,0,0,0,0,0,0.0,0
829,1078.0,TS - Tsunami,French Polynesia,PYF,1844/6/10,0,0,0,0,0,0,0,0.0,0
830,1074.0,TS - Tsunami,French Polynesia,PYF,1848/7/12,0,0,0,0,0,0,0,0.0,0
831,1073.0,TS - Tsunami,Guam,GUM,1849/1/24,1,0,0,0,0,0,0,0.0,0
832,1071.0,VO - Volcano,Solomon Islands,SLB,1850/0/0,0,0,0,0,0,0,0,0.0,0
833,1070.0,VO - Volcano,Papua New Guinea,PNG,1850/0/0,0,0,0,0,0,0,0,0.0,0
834,1069.0,TS - Tsunami,Palau,PLW,1850/1/0,0,0,0,0,0,0,0,0.0,0
835,1068.0,VO - Volcano,Tonga,TON,1853/6/0,0,0,0,0,0,0,0,0.0,0
836,1067.0,TS - Tsunami,Tonga,TON,1853/6/24,0,0,0,0,0,0,0,0.0,0
837,1066.0,VO - Volcano,Tonga,TON,1853/6/24,25,0,0,0,0,0,0,0.0,0
838,1064.0,TS - Tsunami,Tonga,TON,1853/12/0,0,0,0,0,0,0,0,0.0,0
839,1063.0,TS - Tsunami,Palau,PLW,1854/1/15,0,0,0,0,0,0,0,0.0,0
840,1062.0,TS - Tsunami,Papua New Guinea,PNG,1856/0/0,0,0,0,0,0,0,0,0.0,0
841,1060.0,TS - Tsunami,Papua New Guinea,PNG,1857/4/17,0,0,0,0,0,0,0,0.0,0
842,1929.0,TC - Tropical Cyclone,Samoa,WSM,2013/1/21,0,0,0,0,0,0,0,0.0,0
843,1057.0,TS - Tsunami,Vanuatu,VUT,1863/8/17,0,0,0,0,0,0,0,0.0,0
844,1052.0,TS - Tsunami,Tonga,TON,1865/11/18,0,0,0,0,0,0,0,0.0,0
845,1051.0,VO - Volcano,American Samoa,ASM,1866/9/0,0,0,0,0,0,0,0,0.0,0
846,1050.0,TS - Tsunami,American Samoa,ASM,1866/9/12,0,0,0,0,0,0,0,0.0,0
847,1046.0,VO - Volcano,Vanuatu,VUT,1870/0/0,0,0,0,0,0,0,0,0.0,0
848,1044.0,TS - Tsunami,Papua New Guinea,PNG,1873/3/0,0,0,0,0,0,0,0,0.0,0
849,1040.0,TS - Tsunami,Papua New Guinea,PNG,1875/0/0,0,0,0,0,0,0,0,0.0,0
850,1035.0,TS - Tsunami,New Caledonia,NCL,1875/3/28,0,0,0,0,0,0,0,0.0,0
851,1033.0,TS - Tsunami,Vanuatu,VUT,1875/5/10,0,0,0,0,0,0,0,0.0,0
852,1029.0,TS - Tsunami,Tonga,TON,1877/5/0,0,0,0,0,0,0,0,0.0,0
853,1027.0,TS - Tsunami,Samoa,WSM,1877/5/0,0,0,0,0,0,0,0,0.0,0
854,1025.0,VO - Volcano,Vanuatu,VUT,1878/1/0,0,0,0,0,0,0,0,0.0,0
855,1023.0,TS - Tsunami,Vanuatu,VUT,1878/1/10,0,0,0,0,0,0,0,0.0,0
856,1022.0,VO - Volcano,Vanuatu,VUT,1878/1/10,0,0,0,0,0,0,0,0.0,0
857,1021.0,VO - Volcano,Papua New Guinea,PNG,1878/2/0,0,0,0,0,0,0,0,0.0,0
858,1020.0,VO - Volcano,Papua New Guinea,PNG,1878/2/2,1,0,0,0,0,0,0,0.0,0
859,1017.0,TS - Tsunami,Papua New Guinea,PNG,1878/2/4,0,0,0,0,0,0,0,0.0,0
860,1015.0,TS - Tsunami,Vanuatu,VUT,1878/2/11,0,0,0,0,0,0,0,0.0,0
861,1013.0,TS - Tsunami,Vanuatu,VUT,1878/8/0,0,0,0,0,0,0,0,0.0,0
862,1010.0,TS - Tsunami,Fiji,FJI,1881/7/0,0,0,0,0,0,0,0,0.0,0
863,1152.0,AC - Accident,Papua New Guinea,PNG,2009/2/5,4,0,0,0,7,0,0,0.0,0
864,1151.0,EP - Epidemic,Fiji,FJI,2009/2/4,0,0,0,0,214,0,0,0.0,0
865,988.0,TS - Tsunami,Guam,GUM,1892/5/16,0,0,0,0,0,0,0,0.0,0
866,987.0,TS - Tsunami,Vanuatu,VUT,1892/8/0,0,0,0,0,0,0,0,0.0,0
867,985.0,TS - Tsunami,Vanuatu,VUT,1893/7/31,0,0,0,0,0,0,0,0.0,0
868,984.0,TS - Tsunami,Vanuatu,VUT,1893/8/27,0,0,0,0,0,0,0,0.0,0
869,983.0,VO - Volcano,Vanuatu,VUT,1894/10/1,10,0,0,0,0,0,0,0.0,0
870,982.0,TS - Tsunami,Papua New Guinea,PNG,1895/0/0,26,0,0,0,0,0,0,0.0,0
871,981.0,VO - Volcano,Papua New Guinea,PNG,1895/0/0,0,0,0,0,0,0,0,0.0,0
872,979.0,TS - Tsunami,Papua New Guinea,PNG,1895/3/6,26,0,0,0,0,0,0,0.0,0
873,978.0,TS - Tsunami,Solomon Islands,SLB,1895/4/18,0,0,0,0,0,0,0,0.0,0
874,977.0,VO - Volcano,Papua New Guinea,PNG,1895/6/17,21,0,0,0,0,0,0,0.0,0
875,975.0,VO - Volcano,Papua New Guinea,PNG,1899/0/0,2,0,0,0,0,0,0,0.0,0
876,974.0,TS - Tsunami,Cook Islands,COK,1899/2/0,0,0,0,0,0,0,0,0.0,0
877,973.0,TS - Tsunami,Papua New Guinea,PNG,1899/10/19,0,0,0,0,0,0,0,0.0,0
878,969.0,TS - Tsunami,Papua New Guinea,PNG,1900/9/10,0,0,0,0,0,0,0,0.0,0
879,966.0,TS - Tsunami,Papua New Guinea,PNG,1900/9/17,0,0,0,0,0,0,0,0.0,0
880,964.0,TS - Tsunami,New Caledonia,NCL,1901/8/9,0,0,0,0,0,0,0,0.0,0
881,954.0,TS - Tsunami,Guam,GUM,1903/2/0,0,0,0,0,0,0,0,0.0,0
882,950.0,TS - Tsunami,Cook Islands,COK,1904/12/30,0,0,0,0,0,0,0,0.0,0
883,948.0,TS - Tsunami,Samoa,WSM,1905/1/0,0,0,0,0,0,0,0,0.0,0
884,944.0,TS - Tsunami,Samoa,WSM,1905/8/4,0,0,0,0,0,0,0,0.0,0
885,942.0,TS - Tsunami,Marshall Islands,MHL,1906/7/1,0,0,0,0,0,0,0,0.0,0
886,939.0,TS - Tsunami,Papua New Guinea,PNG,1906/10/2,0,0,0,0,0,0,0,0.0,0
887,938.0,TS - Tsunami,Samoa,WSM,1906/11/28,0,0,0,0,0,0,0,0.0,0
888,937.0,TS - Tsunami,Tonga,TON,1907/7/0,0,0,0,0,0,0,0,0.0,0
889,934.0,TS - Tsunami,Samoa,WSM,1907/6/8,0,0,0,0,0,0,0,0.0,0
890,932.0,TS - Tsunami,Samoa,WSM,1907/6/19,0,0,0,0,0,0,0,0.0,0
891,931.0,TS - Tsunami,Samoa,WSM,1907/6/27,0,0,0,0,0,0,0,0.0,0
892,929.0,TS - Tsunami,Samoa,WSM,1907/7/9,0,0,0,0,0,0,0,0.0,0
893,928.0,TS - Tsunami,Samoa,WSM,1907/7/25,0,0,0,0,0,0,0,0.0,0
894,927.0,TS - Tsunami,Samoa,WSM,1907/10/6,0,0,0,0,0,0,0,0.0,0
895,926.0,TS - Tsunami,Papua New Guinea,PNG,1907/12/0,0,0,0,0,0,0,0,0.0,0
896,924.0,TS - Tsunami,Papua New Guinea,PNG,1907/12/15,0,0,0,0,0,0,0,0.0,0
897,923.0,TS - Tsunami,Tonga,TON,1908/0/0,0,0,0,0,0,0,0,0.0,0
898,922.0,TS - Tsunami,Tonga,TON,1908/1/1,0,0,0,0,0,0,0,0.0,0
899,917.0,TS - Tsunami,Guam,GUM,1909/12/9,0,0,0,0,0,0,0,0.0,0
900,914.0,TS - Tsunami,Papua New Guinea,PNG,1910/2/24,0,0,0,0,0,0,0,0.0,0
901,908.0,TS - Tsunami,Papua New Guinea,PNG,1911/5/8,0,0,0,0,0,0,0,0.0,0
902,904.0,TS - Tsunami,Federated States of Micronesia,FSM,1912/10/31,0,0,0,0,0,0,0,0.0,0
903,902.0,TS - Tsunami,Federated States of Micronesia,FSM,1912/12/6,0,0,0,0,0,0,0,0.0,0
904,896.0,TS - Tsunami,Papua New Guinea,PNG,1913/10/11,0,0,0,0,0,0,0,0.0,0
905,893.0,VO - Volcano,Vanuatu,VUT,1913/12/6,21,0,0,0,0,0,0,0.0,0
906,890.0,VO - Volcano,Papua New Guinea,PNG,1914/1/18,0,0,0,0,0,0,0,0.0,0
907,884.0,TS - Tsunami,Samoa,WSM,1915/5/0,0,0,0,0,0,0,0,0.0,0
908,883.0,TS - Tsunami,Solomon Islands,SLB,1915/8/0,0,0,0,0,0,0,0,0.0,0
909,881.0,TS - Tsunami,Papua New Guinea,PNG,1916/1/1,0,0,0,0,0,0,0,0.0,0
910,877.0,TS - Tsunami,Samoa,WSM,1917/6/26,0,0,0,0,0,0,0,0.0,0
911,875.0,TS - Tsunami,Papua New Guinea,PNG,1917/7/29,0,0,0,0,0,0,0,0.0,0
912,871.0,TS - Tsunami,Tonga,TON,1919/1/1,0,0,0,0,0,0,0,0.0,0
913,870.0,TS - Tsunami,Samoa,WSM,1919/4/0,0,0,0,0,0,0,0,0.0,0
914,869.0,TS - Tsunami,Tonga,TON,1919/4/0,0,0,0,0,0,0,0,0.0,0
915,868.0,TS - Tsunami,Tonga,TON,1919/4/9,0,0,0,0,0,0,0,0.0,0
916,867.0,TS - Tsunami,Tonga,TON,1919/4/29,0,0,0,0,0,0,0,0.0,0
917,865.0,TS - Tsunami,Tonga,TON,1919/4/30,0,0,0,0,0,0,0,0.0,0
918,864.0,TS - Tsunami,Papua New Guinea,PNG,1919/5/0,0,0,0,0,0,0,0,0.0,0
919,862.0,TS - Tsunami,Papua New Guinea,PNG,1919/5/6,0,0,0,0,0,0,0,0.0,0
920,858.0,TS - Tsunami,Papua New Guinea,PNG,1920/2/0,0,0,0,0,0,0,0,0.0,0
921,856.0,TS - Tsunami,Papua New Guinea,PNG,1920/2/2,0,0,0,0,0,0,0,0.0,0
922,855.0,TS - Tsunami,Samoa,WSM,1920/8/0,0,0,0,0,0,0,0,0.0,0
923,853.0,TS - Tsunami,Vanuatu,VUT,1920/9/20,0,0,0,0,0,0,0,0.0,0
924,850.0,TS - Tsunami,Papua New Guinea,PNG,1922/1/19,0,0,0,0,0,0,0,0.0,0
925,1927.0,EQ - Earthquake,Solomon Islands,SLB,2013/2/6,10,0,0,0,0,0,0,0.0,0
926,846.0,TS - Tsunami,Papua New Guinea,PNG,1923/11/2,0,0,0,0,0,0,0,0.0,0
927,844.0,TS - Tsunami,Papua New Guinea,PNG,1923/11/4,0,0,0,0,0,0,0,0.0,0
928,840.0,TS - Tsunami,Federated States of Micronesia,FSM,1925/12/22,0,0,0,0,0,0,0,0.0,0
929,839.0,ST - Severe Local Storm,Samoa,WSM,1926/1/0,0,0,0,0,0,0,0,0.0,0
930,832.0,TS - Tsunami,Cook Islands,COK,1926/5/12,0,0,0,0,0,0,0,0.0,0
931,1144.0,SS - Storm Surge,Solomon Islands,SLB,2009/1/16,0,0,0,0,0,0,0,0.0,0
932,1142.0,FL - Flood,Papua New Guinea,PNG,2009/1/6,0,0,0,0,0,0,0,0.0,0
933,1140.0,TS - Tsunami,Federated States of Micronesia,FSM,2009/1/3,0,0,0,0,0,0,0,0.0,0
934,1139.0,TS - Tsunami,Palau,PLW,2009/1/3,0,0,0,0,0,0,0,0.0,0
935,1136.0,FL - Flood,Marshall Islands,MHL,2008/12/9,0,0,0,0,0,0,0,0.0,0
936,1131.0,TC - Tropical Cyclone,Palau,PLW,2004/0/0,0,0,0,0,0,0,0,0.0,0
937,1130.0,TC - Tropical Cyclone,Palau,PLW,2004/0/0,0,0,0,0,0,0,0,0.0,0
938,1129.0,TC - Tropical Cyclone,Palau,PLW,1982/0/0,0,0,0,0,0,0,0,0.0,0
939,1115.0,FL - Flood,Fiji,FJI,2008/10/19,0,0,0,0,0,0,0,0.0,0
940,1925.0,TC - Tropical Cyclone,Solomon Islands,SLB,2013/3/7,0,0,0,0,0,0,0,0.0,0
941,824.0,TS - Tsunami,Tonga,TON,1928/5/18,0,0,0,0,0,0,0,0.0,0
942,822.0,VO - Volcano,Tonga,TON,1929/0/0,0,0,0,0,0,0,0,0.0,0
943,820.0,TS - Tsunami,Papua New Guinea,PNG,1930/0/0,11,0,0,0,0,0,0,0.0,0
944,818.0,TS - Tsunami,Papua New Guinea,PNG,1930/9/30,0,0,0,0,0,0,0,0.0,0
945,817.0,EQ - Earthquake,Papua New Guinea,PNG,1930/10/1,0,0,0,0,0,0,0,0.0,0
946,812.0,TS - Tsunami,Papua New Guinea,PNG,1930/12/0,9,0,0,0,0,0,0,0.0,0
947,810.0,TS - Tsunami,Papua New Guinea,PNG,1930/12/23,17,0,0,0,0,0,0,0.0,0
948,808.0,TS - Tsunami,Papua New Guinea,PNG,1931/1/0,0,0,0,0,0,0,0,0.0,0
949,804.0,TS - Tsunami,Papua New Guinea,PNG,1931/8/7,0,0,0,0,0,0,0,0.0,0
950,802.0,TS - Tsunami,Solomon Islands,SLB,1931/10/3,50,0,0,0,0,0,0,0.0,0
951,801.0,TS - Tsunami,Solomon Islands,SLB,1931/10/3,50,0,0,0,0,0,0,0.0,0
952,791.0,TS - Tsunami,Solomon Islands,SLB,1934/7/18,0,0,0,0,0,0,0,0.0,0
953,789.0,TS - Tsunami,Solomon Islands,SLB,1934/7/21,0,0,0,0,0,0,0,0.0,0
954,788.0,TS - Tsunami,Papua New Guinea,PNG,1934/12/13,0,0,0,0,0,0,0,0.0,0
955,787.0,VO - Volcano,Tonga,TON,1935/0/0,0,0,0,0,1200,0,0,0.0,0
956,784.0,TS - Tsunami,Papua New Guinea,PNG,1935/9/20,0,0,0,0,0,0,0,0.0,0
957,777.0,VO - Volcano,Papua New Guinea,PNG,1936/5/0,505,0,0,0,20000,0,0,0.0,0
958,774.0,TS - Tsunami,Papua New Guinea,PNG,1937/5/29,500,0,0,0,0,0,0,0.0,0
959,1924.0,DR - Drought,Marshall Islands,MHL,2013/4/19,0,0,0,0,0,0,0,0.0,0
960,1921.0,FL - Flood,Solomon Islands,SLB,2013/8/29,0,0,0,0,0,0,0,0.0,0
961,726.0,VO - Volcano,Tonga,TON,1946/0/0,0,0,0,0,2500,0,0,0.0,0
962,724.0,TS - Tsunami,Samoa,WSM,1946/4/0,0,0,0,0,0,0,0,0.0,0
963,723.0,VO - Volcano,Tonga,TON,1946/9/0,0,0,0,0,1300,0,0,0.0,0
964,720.0,TS - Tsunami,Papua New Guinea,PNG,1947/5/6,0,0,0,0,0,0,0,0.0,0
965,719.0,TC - Tropical Cyclone,New Caledonia,NCL,1948/3/13,2,0,0,0,0,0,0,0.0,0
966,1008.0,TS - Tsunami,Fiji,FJI,1881/7/12,0,0,0,0,0,0,0,0.0,0
967,1007.0,TS - Tsunami,Tonga,TON,1881/11/24,0,0,0,0,0,0,0,0.0,0
968,1002.0,TS - Tsunami,Samoa,WSM,1883/3/24,0,0,0,0,0,0,0,0.0,0
969,1001.0,VO - Volcano,Papua New Guinea,PNG,1883/12/31,0,0,0,0,0,0,0,0.0,0
970,998.0,VO - Volcano,Tonga,TON,1886/8/0,0,0,0,0,0,0,0,0.0,0
971,997.0,VO - Volcano,Tonga,TON,1886/8/31,0,0,0,0,0,0,0,0.0,0
972,992.0,VO - Volcano,Papua New Guinea,PNG,1888/3/13,0,0,0,0,0,0,0,0.0,0
973,991.0,VO - Volcano,Papua New Guinea,PNG,1890/0/0,0,0,0,0,0,0,0,0.0,0
974,717.0,TS - Tsunami,Tonga,TON,1948/9/8,0,0,0,0,0,0,0,0.0,0
975,714.0,EQ - Earthquake,Tonga,TON,1949/8/6,0,0,0,0,0,0,0,0.0,0
976,712.0,TS - Tsunami,Papua New Guinea,PNG,1949/10/19,0,0,0,0,0,0,0,0.0,0
977,678.0,TC - Tropical Cyclone,New Caledonia,NCL,1955/3/4,1,0,0,0,0,0,0,0.0,0
978,676.0,TS - Tsunami,Papua New Guinea,PNG,1955/9/8,0,0,0,0,0,0,0,0.0,0
979,674.0,TS - Tsunami,Papua New Guinea,PNG,1955/10/10,0,0,0,0,0,0,0,0.0,0
980,670.0,TS - Tsunami,Marshall Islands,MHL,1956/5/20,0,0,0,0,0,0,0,0.0,0
981,669.0,EQ - Earthquake,Fiji,FJI,1956/5/23,0,0,0,0,0,0,0,0.0,0
982,667.0,TS - Tsunami,Marshall Islands,MHL,1956/5/27,0,0,0,0,0,0,0,0.0,0
983,666.0,TS - Tsunami,Marshall Islands,MHL,1956/7/10,0,0,0,0,0,0,0,0.0,0
984,665.0,TS - Tsunami,Marshall Islands,MHL,1956/7/20,0,0,0,0,0,0,0,0.0,0
985,661.0,EQ - Earthquake,Samoa,WSM,1957/4/14,0,0,0,0,0,0,0,0.0,0
986,658.0,TS - Tsunami,Solomon Islands,SLB,1957/11/0,0,0,0,0,0,0,0,0.0,0
987,656.0,VO - Volcano,Papua New Guinea,PNG,1957/12/0,0,0,0,0,3200,0,0,0.0,0
988,651.0,TS - Tsunami,Vanuatu,VUT,1958/10/7,0,0,0,0,0,0,0,0.0,0
989,645.0,TC - Tropical Cyclone,New Caledonia,NCL,1959/1/18,1,0,0,0,0,0,0,7000.0,0
990,640.0,TS - Tsunami,Solomon Islands,SLB,1959/8/17,0,0,0,0,0,0,0,0.0,0
991,633.0,VO - Volcano,Papua New Guinea,PNG,1960/3/17,0,0,0,0,2000,0,0,0.0,0
992,631.0,TS - Tsunami,Papua New Guinea,PNG,1960/6/11,0,0,0,0,0,0,0,0.0,0
993,630.0,TS - Tsunami,Solomon Islands,SLB,1961/3/0,0,0,0,0,0,0,0,0.0,0
994,628.0,TS - Tsunami,Solomon Islands,SLB,1961/3/18,0,0,0,0,0,0,0,0.0,0
995,625.0,TS - Tsunami,Vanuatu,VUT,1961/7/23,0,0,0,0,0,0,0,0.0,0
996,623.0,TS - Tsunami,Solomon Islands,SLB,1961/8/1,0,0,0,0,0,0,0,0.0,0
997,581.0,TS - Tsunami,Solomon Islands,SLB,1967/1/1,0,0,0,0,0,0,0,0.0,0
998,580.0,TC - Tropical Cyclone,Solomon Islands,SLB,1967/3/0,6,0,0,0,0,0,0,0.0,0
999,578.0,TS - Tsunami,Papua New Guinea,PNG,1967/8/13,0,0,0,0,0,0,0,0.0,0
1000,772.0,VO - Volcano,Papua New Guinea,PNG,1937/5/29,506,0,0,0,7500,0,0,0.0,0
1001,770.0,TS - Tsunami,Papua New Guinea,PNG,1938/3/6,0,0,0,0,0,0,0,0.0,0
1002,768.0,TS - Tsunami,Papua New Guinea,PNG,1938/5/12,0,0,0,0,0,0,0,0.0,0
1003,767.0,ST - Severe Local Storm,Samoa,WSM,1939/0/0,0,0,0,0,0,0,0,0.0,0
1004,765.0,TS - Tsunami,Papua New Guinea,PNG,1939/1/30,0,0,0,0,0,0,0,0.0,0
1005,764.0,TC - Tropical Cyclone,New Caledonia,NCL,1939/3/25,3,0,0,0,0,0,0,0.0,0
1006,762.0,TS - Tsunami,Solomon Islands,SLB,1939/4/30,12,0,0,0,0,0,0,0.0,0
1007,756.0,TC - Tropical Cyclone,French Polynesia,PYF,1941/1/0,1,0,0,0,0,0,0,0.0,0
1008,754.0,TS - Tsunami,Papua New Guinea,PNG,1941/1/13,0,0,0,0,0,0,0,0.0,0
1009,753.0,TC - Tropical Cyclone,Fiji,FJI,1941/2/0,6,0,0,0,0,0,0,0.0,0
1010,752.0,TC - Tropical Cyclone,Tonga,TON,1941/2/0,6,0,0,0,0,0,0,0.0,0
1011,748.0,VO - Volcano,Papua New Guinea,PNG,1941/6/0,0,0,0,0,0,0,0,0.0,0
1012,746.0,CE - Complex Emergency,Papua New Guinea,PNG,1941/12/0,0,0,0,0,0,0,0,0.0,0
1013,745.0,CE - Complex Emergency,Nauru,NRU,1941/12/0,0,0,0,0,0,0,0,0.0,0
1014,744.0,CE - Complex Emergency,Solomon Islands,SLB,1941/12/0,0,0,0,0,0,0,0,0.0,0
1015,743.0,CE - Complex Emergency,Kiribati,KIR,1941/12/0,0,0,0,0,0,0,0,0.0,0
1016,740.0,VO - Volcano,Tonga,TON,1943/0/0,0,0,0,0,0,0,0,0.0,0
1017,737.0,VO - Volcano,Papua New Guinea,PNG,1943/11/0,0,0,0,0,0,0,0,0.0,0
1018,706.0,TS - Tsunami,Solomon Islands,SLB,1950/11/8,0,0,0,0,0,0,0,0.0,0
1019,701.0,VO - Volcano,Papua New Guinea,PNG,1951/1/15,2942,0,0,0,0,0,0,0.0,0
1020,700.0,EQ - Earthquake,Papua New Guinea,PNG,1951/2/18,3000,0,0,0,0,0,0,0.0,0
1021,699.0,TC - Tropical Cyclone,New Caledonia,NCL,1951/2/26,2,0,0,0,0,0,0,0.0,0
1022,697.0,TS - Tsunami,Solomon Islands,SLB,1951/12/22,0,0,0,0,0,0,0,0.0,0
1023,695.0,TC - Tropical Cyclone,Fiji,FJI,1952/1/0,23,0,0,0,0,0,0,2000000.0,0
1024,692.0,TS - Tsunami,Vanuatu,VUT,1952/7/13,0,0,0,0,0,0,0,0.0,0
1025,690.0,TS - Tsunami,Papua New Guinea,PNG,1953/4/23,0,0,0,0,0,0,0,0.0,0
1026,688.0,EQ - Earthquake,Vanuatu,VUT,1953/7/2,0,0,0,0,0,0,0,0.0,0
1027,685.0,TS - Tsunami,Fiji,FJI,1953/9/14,0,0,0,0,0,0,0,0.0,0
1028,683.0,EQ - Earthquake,Marshall Islands,MHL,1954/4/26,0,0,0,0,0,0,0,0.0,0
1029,682.0,TS - Tsunami,Marshall Islands,MHL,1954/4/26,0,0,0,0,0,0,0,0.0,0
1030,681.0,VO - Volcano,Papua New Guinea,PNG,1954/8/3,25,0,0,0,0,0,0,0.0,0
1031,622.0,TS - Tsunami,Kiribati,KIR,1962/6/27,0,0,0,0,0,0,0,0.0,0
1032,621.0,TS - Tsunami,Kiribati,KIR,1962/10/30,0,0,0,0,0,0,0,0.0,0
1033,620.0,TC - Tropical Cyclone,Guam,GUM,1962/11/0,6,0,0,0,0,0,0,250000.0,0
1034,617.0,TS - Tsunami,American Samoa,ASM,1963/3/30,0,0,0,0,0,0,0,0.0,0
1035,615.0,TS - Tsunami,Tonga,TON,1963/12/18,0,0,0,0,0,0,0,0.0,0
1036,609.0,TS - Tsunami,Papua New Guinea,PNG,1964/11/17,0,0,0,0,0,0,0,0.0,0
1037,602.0,EQ - Earthquake,Vanuatu,VUT,1965/8/11,0,0,0,0,0,0,0,0.0,0
1038,601.0,TS - Tsunami,Vanuatu,VUT,1965/8/11,0,0,0,0,0,0,0,0.0,0
1039,599.0,TS - Tsunami,Vanuatu,VUT,1965/8/13,0,0,0,0,0,0,0,0.0,0
1040,597.0,TC - Tropical Cyclone,American Samoa,ASM,1966/1/0,90,0,0,0,0,0,0,0.0,0
1041,595.0,TC - Tropical Cyclone,Tokelau,TKL,1966/1/29,5,0,0,0,0,0,0,0.0,0
1042,566.0,TS - Tsunami,Papua New Guinea,PNG,1969/8/2,0,0,0,0,0,0,0,0.0,0
1043,562.0,EQ - Earthquake,Papua New Guinea,PNG,1970/10/31,15,0,0,0,0,0,0,1750000.0,0
1044,560.0,TS - Tsunami,Papua New Guinea,PNG,1970/10/31,3,0,0,0,0,0,0,0.0,0
1045,559.0,TS - Tsunami,Papua New Guinea,PNG,1970/11/0,1,0,0,0,0,0,0,0.0,0
1046,557.0,VO - Volcano,Solomon Islands,SLB,1971/0/0,0,0,0,0,6000,0,0,0.0,0
1047,555.0,TS - Tsunami,Papua New Guinea,PNG,1971/7/0,1,0,0,0,0,0,0,0.0,0
1048,553.0,TS - Tsunami,Papua New Guinea,PNG,1971/7/14,2,0,0,0,0,0,0,0.0,0
1049,551.0,TS - Tsunami,Papua New Guinea,PNG,1971/7/26,0,0,0,0,0,0,0,0.0,0
1050,550.0,TS - Tsunami,Solomon Islands,SLB,1971/9/6,0,0,0,0,0,0,0,0.0,0
1051,549.0,VO - Volcano,Solomon Islands,SLB,1971/9/6,0,0,0,0,0,0,0,0.0,0
1052,547.0,TS - Tsunami,Papua New Guinea,PNG,1971/9/25,0,0,0,0,0,0,0,0.0,0
1053,541.0,ST - Severe Local Storm,New Caledonia,NCL,1972/6/2,3,0,0,0,0,0,0,0.0,0
1054,539.0,TS - Tsunami,Papua New Guinea,PNG,1972/8/17,0,0,0,0,0,0,0,0.0,0
1055,537.0,TS - Tsunami,Papua New Guinea,PNG,1972/10/9,0,0,0,0,0,0,0,0.0,0
1056,536.0,VO - Volcano,Papua New Guinea,PNG,1972/10/9,0,0,0,0,0,0,0,0.0,0
1057,535.0,TC - Tropical Cyclone,Kiribati,KIR,1972/10/21,3,0,0,0,700,0,0,0.0,0
1058,464.0,TS - Tsunami,Solomon Islands,SLB,1980/7/17,0,0,0,0,0,0,0,0.0,0
1059,463.0,DR - Drought,Papua New Guinea,PNG,1980/10/0,0,0,0,0,40000,0,0,0.0,0
1060,461.0,TC - Tropical Cyclone,New Caledonia,NCL,1981/2/11,1,0,0,0,2000,0,0,0.0,0
1061,455.0,TC - Tropical Cyclone,Vanuatu,VUT,1981/12/12,0,0,0,0,0,0,0,1000.0,0
1062,454.0,TC - Tropical Cyclone,New Caledonia,NCL,1981/12/23,3,0,0,0,0,0,0,200.0,0
1063,447.0,DR - Drought,Fiji,FJI,1983/0/0,0,0,0,0,31000,0,0,30000.0,0
1064,445.0,TC - Tropical Cyclone,French Polynesia,PYF,1983/2/0,6,0,0,0,0,0,0,16000.0,0
1065,443.0,FL - Flood,Papua New Guinea,PNG,1983/3/6,45,0,0,0,0,0,0,0.0,0
