,Serial,Type,Date (YMD),Deaths,Injured,Missing,Directly Affected,Indirectly Affected,Relocated,Evacuated,Losses (USD),Losses (Local)
96,40,HURRICANE,2005/7/14,0,0,0,0,3706,0,1192,0,0
97,39,HURRICANE,2005/7/14,0,0,0,0,574,0,18,0,0
98,38,HURRICANE,2005/7/14,0,0,0,0,8539,0,0,0,0
99,37,HURRICANE,2005/7/14,0,0,0,0,19799,0,2521,0,0
100,36,HURRICANE,2004/9/7,1,0,0,6573,7732,0,0,0,0
101,35,HURRICANE,2004/9/7,6,0,0,10590,10337,0,0,0,0
102,34,HURRICANE,2004/9/7,0,0,0,6741,2135,0,0,0,0
103,33,HURRICANE,2004/9/7,0,0,0,2541,0,0,799,0,0
104,32,HURRICANE,2004/9/7,0,0,0,2310,0,0,1216,0,0
105,31,HURRICANE,2004/9/7,5,0,0,20349,23759,0,0,0,0
106,30,BIOLOGICAL,1994/11/0,0,0,0,0,0,0,0,60000000,0
107,42,HURRICANE,2005/7/14,0,0,0,0,430,0,195,0,0
108,41,HURRICANE,2005/7/14,0,0,0,0,200,0,125,0,0
109,29,TSUNAMI,1868/0/0,0,0,0,0,0,0,0,0,0
110,27,TSUNAMI,1867/11/18,0,0,0,0,0,0,0,0,0
111,26,TSUNAMI,1867/11/18,0,0,0,0,0,0,0,0,0
112,24,FLOOD,2011/4/11,0,0,0,0,0,0,0,0,0
113,23,FLOOD,2011/4/11,0,0,0,0,0,0,0,0,0
114,28,EARTHQUAKE,1888/1/10,0,0,0,0,0,0,0,0,0
115,21,FLOOD,2011/4/11,0,1,0,60,0,0,4,3904000,10423000
116,19,DROUGHT,2009/10/0,0,0,0,0,6500,0,0,0,0
117,16,COASTAL EROSION,1999/11/15,0,0,0,210,0,0,0,5500000,0
118,15,FIRE,1990/4/27,0,0,0,220,0,0,0,7925000,0
119,14,STORM,1990/7/25,0,0,0,0,1000,0,0,3000000,0
120,13,HURRICANE,1980/8/4,0,0,0,0,0,0,0,5300000,0
121,11,HURRICANE,1963/9/30,6,0,0,0,0,0,0,0,0
122,10,FLOOD,1921/0/0,0,0,0,0,0,0,0,0,0
123,203,EARTHQUAKE,1997/4/22,0,0,0,0,0,0,0,0,0
124,9,FLOOD,1938/11/20,1,6,0,18,0,0,0,0,0
125,8,TSUNAMI,1939/7/23,0,0,0,0,0,0,0,0,0
126,6,EARTHQUAKE,1988/12/29,0,0,0,0,0,0,0,0,0
127,5,VOLCANO,2001/12/4,0,0,0,0,0,0,0,0,0
128,4,HURRICANE,2004/9/7,21,680,0,34101,35575,0,0,889000000,2389810000
129,3,HURRICANE,2005/7/14,1,0,0,1650,5837,0,0,0,0
130,2,STORM,2011/4/11,0,0,0,45,0,0,0,290000,775000
