,Serial,Type,Date (YMD),Deaths,Injured,Missing,Directly Affected,Indirectly Affected,Relocated,Evacuated,Losses (USD),Losses (Local)
380,994,LANDSLIDE,2013/1/28,0,0,0,0,0,0,0,0.0,0.0
381,993,TEMPÊTE,2013/1/28,0,0,0,0,0,0,0,0.0,0.0
382,992,OIL/HNS Spill,2013/1/28,0,0,0,0,0,0,0,0.0,0.0
383,991,FLOOD,2013/1/28,0,0,0,0,0,0,0,0.0,10000.0
384,990,ROCK/BOULDER SLIDE,2013/1/28,0,0,0,0,0,0,0,0.0,0.0
385,989,LANDSLIDE,2013/1/28,0,0,0,0,0,0,0,0.0,0.0
386,988,LANDSLIDE,2013/1/25,0,0,0,0,0,1,0,0.0,0.0
387,987,FLOOD,2013/1/25,0,0,0,0,0,0,0,0.0,11400.0
388,985,LANDSLIDE,2013/1/25,0,0,0,0,0,0,0,0.0,0.0
389,984,LANDSLIDE,2013/1/25,0,1,0,0,1,0,1,0.0,0.0
390,983,LANDSLIDE,2013/1/25,0,0,0,0,0,0,0,0.0,0.0
391,982,RAINS,2013/1/25,0,0,0,0,0,0,0,0.0,14765.0
392,981,ROCK/BOULDER SLIDE,2013/1/25,0,0,0,0,0,0,0,0.0,0.0
393,980,OIL/HNS Spill,2013/1/28,0,0,0,0,0,0,0,0.0,0.0
394,979,LANDSLIDE,2013/1/25,0,1,0,0,460,0,22,0.0,0.0
395,978,FLOOD,2013/1/25,0,1,0,0,1600,22,82,0.0,1432323.33
396,977,LANDSLIDE,2013/1/25,0,0,0,0,0,0,0,0.0,0.0
397,976,ROCK/BOULDER SLIDE,2013/1/25,0,0,0,0,0,7,10,0.0,0.0
398,975,FLOOD,2013/1/25,0,0,0,0,13,0,3,0.0,0.0
399,974,MUDSLIDE,2013/1/25,0,0,0,0,4,0,0,0.0,0.0
400,973,ROCK/BOULDER SLIDE,2013/1/25,0,0,0,0,20,0,0,0.0,0.0
401,972,LANDSLIDE,2013/1/25,0,0,0,0,140,0,0,0.0,0.0
402,971,FLOOD,2013/1/25,0,0,0,0,0,8,26,0.0,961532.9
403,970,INCENDIE,2013/12/13,0,0,0,0,6,6,6,0.0,0.0
404,66,FLOOD,2013/2/7,0,0,0,0,0,0,0,0.0,0.0
405,54,LANDSLIDE,2013/2/7,0,0,0,0,0,0,0,0.0,0.0
406,51,RAINS,2006/1/30,0,0,0,0,0,0,0,0.0,0.0
407,50,LANDSLIDE,2013/9/12,0,0,0,0,0,0,0,0.0,0.0
408,49,FLOOD,1997/8/13,0,0,0,0,0,0,0,0.0,146000.0
409,48,LANDSLIDE,1992/1/0,0,0,0,0,3,0,1,0.0,0.0
410,47,LANDSLIDE,2007/5/24,0,0,0,0,0,0,0,0.0,250000.0
411,44,LANDSLIDE,2002/2/20,0,0,0,0,0,0,0,0.0,5000.0
412,43,LANDSLIDE,2002/2/12,0,0,0,0,0,0,0,0.0,8000.0
413,37,LANDSLIDE,2009/1/9,0,0,0,0,0,0,0,0.0,0.0
414,33,LANDSLIDE,2009/2/10,0,0,0,0,0,0,0,0.0,3500.0
415,32,RAINS,2006/1/3,0,0,0,0,0,0,0,0.0,20000.0
416,31,LANDSLIDE,2006/5/4,0,0,0,0,0,0,0,0.0,0.0
417,29,LANDSLIDE,2012/11/6,0,0,0,0,0,0,0,0.0,0.0
418,28,RAINS,2005/10/14,0,0,0,0,0,0,0,0.0,8000.0
419,27,FLOOD,2007/5/16,0,0,0,0,0,0,0,0.0,0.0
420,25,LANDSLIDE,2011/1/2,0,0,0,0,0,0,0,0.0,0.0
421,24,FLOOD,2010/5/14,0,0,0,0,0,0,0,0.0,0.0
422,23,FLOOD,2006/11/6,0,0,0,0,0,0,0,0.0,12000.0
423,22,FLOOD,2006/11/22,0,0,0,0,0,0,0,0.0,37440.0
424,21,RAINS,2009/4/28,0,0,0,0,0,0,0,0.0,0.0
425,18,RAINS,2002/2/14,0,0,0,0,0,0,0,0.0,7999.5
426,17,LANDSLIDE,2001/7/18,0,0,0,0,0,0,0,0.0,201000.0
427,16,LANDSLIDE,1997/1/0,0,0,0,0,0,0,0,0.0,0.0
428,14,LANDSLIDE,2008/2/7,0,0,0,0,0,0,0,0.0,0.0
429,12,FLOOD,2009/10/22,0,0,0,0,0,0,0,0.0,0.0
430,5,RAINS,2008/1/6,0,0,0,0,2,0,0,0.0,6500.0
431,68,TEMPÊTE,2011/10/10,0,0,0,0,0,0,0,0.0,0.0
432,67,FLOOD,2001/6/30,0,0,0,0,0,0,0,0.0,0.0
433,63,ROCK/BOULDER SLIDE,2013/2/7,0,0,0,0,0,0,0,0.0,0.0
434,52,RAINS,2008/4/28,0,0,0,0,0,0,0,0.0,0.0
435,41,INCENDIE DE FORÊT,2008/5/12,0,0,0,0,0,0,0,0.0,2000.0
436,39,INCENDIE DE FORÊT,2008/5/8,0,0,0,0,0,0,0,0.0,0.0
437,38,INCENDIE DE FORÊT,2008/10/24,0,0,0,0,0,0,0,0.0,25000.0
438,30,TIDAL SURGE,2007/5/16,0,0,0,0,0,0,0,0.0,0.0
439,26,TIDAL SURGE,2007/5/16,0,0,0,0,0,0,0,0.0,0.0
440,20,RAINS,2002/1/2,0,0,0,0,0,0,0,0.0,206400.0
441,19,RAINS,2004/9/12,0,0,0,0,0,0,0,0.0,0.0
442,245,FLOOD,2011/10/31,0,0,0,0,0,0,0,0.0,31600.0
443,244,FLOOD,2011/9/30,0,0,0,0,0,0,0,0.0,40500.0
444,241,FLOOD,2011/10/22,0,0,0,0,0,0,0,0.0,30413.0
445,240,FLOOD,2011/7/2,0,0,0,0,0,0,0,0.0,12575.97
446,238,FLOOD,2011/4/14,0,0,0,0,0,0,0,0.0,24722.0
447,237,FLOOD,2011/3/5,0,0,0,0,0,0,0,0.0,275000.0
448,236,RAINS,2011/10/30,0,0,0,0,0,0,0,0.0,24794.95
449,235,TEMPÊTE,2011/11/25,0,0,0,0,0,0,0,0.0,8823.53
450,234,TEMPÊTE,2009/12/24,0,0,0,0,0,0,0,0.0,262716.53
451,233,ROCK/BOULDER SLIDE,2009/11/4,0,0,0,0,0,0,0,0.0,22438.0
452,232,TEMPÊTE,2009/5/16,0,0,0,0,0,0,0,0.0,7500.0
453,231,TEMPÊTE,2009/8/1,0,0,0,0,0,0,0,0.0,33797.65
454,230,TEMPÊTE,2009/6/27,0,0,0,0,0,0,0,0.0,1320.0
